TTD,TCAR,RACP,pass_at,SCS,commitment_final,T,config,dataset
26,0.7922077922077922,1.0,1.0,0.9100001191990651,0.0,77,Reactive stage-aware,Nemesis-Cyber-Pack
30,0.7816091954022989,1.0,1.0,0.8599999999990654,0.0,87,Reactive stage-aware,Nemesis-Cyber-Pack
19,0.875,1.0,1.0,0.8780000519990653,0.0,56,Reactive stage-aware,Nemesis-Cyber-Pack
33,0.865979381443299,1.0,1.0,0.9100001191990651,0.0,97,Reactive stage-aware,Nemesis-Cyber-Pack
23,0.8484848484848485,0.0,1.0,0.8599999999990654,0.0,66,Reactive stage-aware,Nemesis-Cyber-Pack
41,0.8666666666666667,1.0,1.0,0.8599999999990654,0.0,120,Reactive stage-aware,Nemesis-Cyber-Pack
34,0.900990099009901,1.0,1.0,0.8920000671990652,0.0,101,Reactive stage-aware,Nemesis-Cyber-Pack
36,0.8095238095238095,1.0,1.0,0.8780000519990653,0.0,105,Reactive stage-aware,Nemesis-Cyber-Pack
34,0.8316831683168316,1.0,1.0,0.8780000519990653,0.0,101,Reactive stage-aware,Nemesis-Cyber-Pack
25,0.8243243243243243,1.0,1.0,0.8479999135990656,0.0,74,Reactive stage-aware,Nemesis-Cyber-Pack
22,0.9384615384615385,1.0,1.0,0.9100001191990651,0.0,65,Reactive stage-aware,LANL-auth-flows
41,0.8333333333333334,1.0,1.0,0.8659998615990657,0.0,120,Reactive stage-aware,LANL-auth-flows
28,0.8674698795180723,1.0,1.0,0.8599999999990654,0.0,83,Reactive stage-aware,LANL-auth-flows
38,0.8018018018018018,1.0,1.0,0.8599999999990654,0.0,111,Reactive stage-aware,LANL-auth-flows
24,0.8115942028985508,1.0,1.0,0.8599999999990654,0.0,69,Reactive stage-aware,LANL-auth-flows
36,0.8130841121495327,1.0,1.0,0.8599999999990654,0.0,107,Reactive stage-aware,LANL-auth-flows
35,0.8932038834951457,1.0,1.0,0.9100001191990651,0.0,103,Reactive stage-aware,LANL-auth-flows
20,0.7894736842105263,1.0,1.0,0.7860000343990653,0.0,57,Reactive stage-aware,LANL-auth-flows
36,0.8598130841121495,1.0,1.0,0.8979999287990655,0.0,107,Reactive stage-aware,LANL-auth-flows
31,0.8478260869565217,1.0,1.0,0.8379999479990655,0.0,92,Reactive stage-aware,LANL-auth-flows
26,0.9066666666666666,1.0,1.0,0.9100001191990651,0.0,75,Reactive stage-aware,LANL-auth-flows
21,0.8688524590163934,1.0,1.0,0.8599999999990654,0.0,61,Reactive stage-aware,LANL-auth-flows
25,0.8378378378378378,1.0,1.0,0.8780000519990653,0.0,74,Reactive stage-aware,LANL-auth-flows
39,0.853448275862069,1.0,1.0,0.9100001191990651,0.0,116,Reactive stage-aware,LANL-auth-flows
38,0.8288288288288288,1.0,1.0,0.8599999999990654,0.0,111,Reactive stage-aware,LANL-auth-flows
41,0.85,1.0,1.0,0.8599999999990654,0.0,120,Reactive stage-aware,LANL-auth-flows
33,0.8571428571428571,1.0,1.0,0.8920000671990652,0.0,98,Reactive stage-aware,LANL-auth-flows
30,0.8390804597701149,1.0,1.0,0.8780000519990653,0.0,87,Reactive stage-aware,LANL-auth-flows
22,0.828125,1.0,1.0,0.8780000519990653,0.0,64,Reactive stage-aware,LANL-auth-flows
25,0.875,1.0,1.0,0.8479999135990656,0.0,72,Reactive stage-aware,LANL-auth-flows
35,0.8921568627450981,1.0,1.0,0.9100001191990651,0.0,102,Reactive stage-aware,GOAD-sample
21,0.7868852459016393,1.0,1.0,0.8659998615990657,0.0,61,Reactive stage-aware,GOAD-sample
31,0.8260869565217391,1.0,1.0,0.8599999999990654,0.0,92,Reactive stage-aware,GOAD-sample
22,0.8615384615384616,0.0,1.0,0.8599999999990654,0.0,65,Reactive stage-aware,GOAD-sample
26,0.8026315789473685,1.0,1.0,0.8599999999990654,0.0,76,Reactive stage-aware,GOAD-sample
27,0.9230769230769231,1.0,1.0,0.8599999999990654,0.0,78,Reactive stage-aware,GOAD-sample
23,0.8805970149253731,0.0,1.0,0.9100001191990651,0.0,67,Reactive stage-aware,GOAD-sample
41,0.8083333333333333,0.0,1.0,0.7860000343990653,0.0,120,Reactive stage-aware,GOAD-sample
29,0.8333333333333334,0.0,1.0,0.8979999287990655,0.0,84,Reactive stage-aware,GOAD-sample
25,0.821917808219178,0.0,1.0,0.8379999479990655,0.0,73,Reactive stage-aware,GOAD-sample
30,0.9080459770114943,0.0,1.0,0.9100001191990651,0.0,87,Reactive stage-aware,GOAD-sample
